주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
152-2-000002,달서교하부주차장,공영,노외,대구광역시 서구 가르뱅이로6길,대구광역시 서구 이현동 423-3,80,기타,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,60,1000.0,,1000.0,,2000.0,40000.0,현금,,대구시설공단,053-1577-6446,35.88088315,128.5338376,2022-06-02
153-2-000001,앞산공원주차장,공영,노외,대구광역시 남구 앞산순환로 574-45,대구광역시 남구 봉덕동 1566-1,73,기타,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,60,1000.0,,,,2000.0,,카드,월요일 휴무,대구시설공단,053-1577-6446,35.83082613,128.5889722,2022-06-02
154-2-000001,신천둔치주차장,공영,노외,대구광역시 북구 칠성시장로 54,대구광역시 북구 칠성동2가 656-1,406,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500.0,10.0,250.0,,5000.0,50000.0,현금+카드,,대구시설공단,053-421-7114,35.87892324,128.6029893,2022-06-02
154-2-000024,팔달신시장주차장,공영,노외,대구광역시 북구 노원로 32,대구광역시 북구 노원동3가 883-3,158,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,300.0,10.0,150.0,,3000.0,,카드,,대구시설공단,053-353-8969,35.8915511,128.5664937,2022-06-02
154-2-000025,칠성공영주차장,공영,노외,대구광역시 북구 칠성남로 196,대구광역시 북구 칠성동1가 184-10,145,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,500.0,10.0,250.0,,5000.0,50000.0,카드,,대구시설공단,053-421-9405,35.8761528,128.6016615,2022-06-02
154-2-000026,서변1주차장,공영,노외,대구광역시 북구 호국로 43길 20,대구광역시 북구 서변동 1778,83,3,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,400.0,10.0,200.0,,4000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.9213327,128.5970475,2022-06-02
154-2-000027,서변2주차장,공영,노외,대구광역시 북구 호국로 43길 17,대구광역시 북구 서변동 1792,85,3,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,400.0,10.0,200.0,,4000.0,40000.0,현금,,대구시설공단,053-1577-6446,35.9209007,128.5971581,2022-06-02
154-2-000028,올브랜서편주차장,공영,노외,대구광역시 북구 유통단지로8길 33,대구광역시 북구 산격동 1640,99,3,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,30,200.0,10.0,100.0,,4000.0,40000.0,카드,,대구시설공단,053-382-6446,35.9040048,128.6086279,2022-06-02
154-2-000030,COSTCO서편주차장,공영,노외,대구광역시 북구 유통단지로 24길 42,대구광역시 북구 산격동 1739,108,3,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,30,200.0,10.0,100.0,,4000.0,40000.0,카드,,대구시설공단,053-382-6446,35.905999,128.6171313,2022-06-02
154-2-000031,한국패션센터주차장,공영,노외,대구광역시 북구 유통단지로14길 17,대구광역시 북구 산격동 1670,55,3,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,30,200.0,10.0,100.0,,4000.0,40000.0,카드,,대구시설공단,053-382-6446,35.9061485,128.6117408,2022-06-02
154-2-000032,대현2동주차장,공영,노외,대구광역시 북구 대현남로10길 12,대구광역시 북구 대현동 393-1,48,1,미시행,평일+토요일,11:00,20:00,11:00,20:00,00:00,00:00,유료,30,500.0,10.0,250.0,,5000.0,50000.0,현금+카드,,대구시설공단,053-1577-6446,35.8820402,128.6087412,2022-06-02
154-2-000033,우편집중국주차장,공영,노외,,대구광역시 북구 산격동 1576,25,3,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,30,200.0,10.0,100.0,,4000.0,40000.0,카드,,대구시설공단,053-382-6446,35.90954306,128.612861,2022-06-02
154-2-000034,신기공원주차장,공영,노외,,대구광역시 북구 산격동 1616,58,3,미시행,평일+토요일+공휴일,08:00,18:00,08:00,18:00,08:00,18:00,유료,30,200.0,10.0,100.0,,4000.0,40000.0,카드,,대구시설공단,053-382-6446,35.9075162,128.6081124,2022-06-02
155-2-000001,어린이회관주차장,공영,노외,대구광역시 수성구 동대구로 194,대구광역시 수성구 황금동 635-6,199,기타,미시행,평일+토요일+공휴일,07:00,19:00,07:00,19:00,07:00,19:00,유료,120,2000.0,,,,10000.0,,카드,,대구시설공단,053-1577-6446,35.8476818,128.6253323,2022-06-02
155-2-000004,지산근린공원주차장,공영,노외,대구광역시 수성구 용학로 267,대구광역시 수성구 지산동 1274,133,기타,미시행,평일+토요일+공휴일,08:00,23:00,08:00,23:00,08:00,23:00,유료,60,1000.0,,,,2000.0,20000.0,카드,,대구시설공단,053-782-7913,35.82093452,128.6376141,2022-06-02
155-2-000005,범물근린공원주차장,공영,노외,대구광역시 수성구 지범로 232,대구광역시 수성구 범물동 1328-2,127,기타,미시행,평일,08:00,19:00,00:00,00:00,00:00,00:00,유료,60,1000.0,,,,2000.0,20000.0,현금,,대구시설공단,053-782-6445,35.818481,128.643325,2022-06-02
155-2-000006,시지근린공원주차장,공영,노외,대구광역시 수성구 달구벌대로637길 5,대구광역시 수성구 매호동 1330-2,136,기타,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,60,1000.0,,,,2000.0,20000.0,카드,,대구시설공단,053-792-6444,35.84136103,128.7060404,2022-06-02
155-2-000007,신매1공영주차장,공영,노외,대구광역시 수성구 신매로19길 40,대구광역시 수성구 신매동 568-12,38,2,미시행,평일+토요일,10:00,21:00,10:00,21:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,,카드,,대구시설공단,053-1577-6446,35.8394418,128.707541,2022-06-02
155-2-000008,신매2공영주차장,공영,노외,대구광역시 수성구 신매로19길 62,대구광역시 수성구 신매동 568,54,2,미시행,평일+토요일,10:00,21:00,10:00,21:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,,카드,,대구시설공단,053-1577-6446,35.8396854,128.7062757,2022-06-02
155-2-000009,신매3공영주차장,공영,노외,대구광역시 수성구 고산로 75,대구광역시 수성구 신매동 566-4,67,2,미시행,평일+토요일,08:00,17:00,08:00,17:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.8374745,128.7037829,2022-06-02
155-2-000010,외환들공영주차장,공영,노외,대구광역시 수성구 미술관로 40,대구광역시 수성구 삼덕동 360-4,643,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,대구시설공단,053-1577-6446,35.82702838,128.674339,2022-06-02
156-2-000001,용산1공영주차장,공영,노외,대구광역시 달서구 달구벌대로301길 187-21,대구광역시 달서구 용산동 933-4,73,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,현금+카드,,대구시설공단,053-1577-6446,35.857512,128.531187,2022-06-02
156-2-000002,용산2공영주차장,공영,노외,대구광역시 달서구 용산서로 10,대구광역시 달서구 용산동 931-4,83,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.8577921,128.5295733,2022-06-02
156-2-000003,본리1공영주차장,공영,노외,대구광역시 달서구 대명천로 281,대구광역시 달서구 본리동 1196,56,2,미시행,평일+토요일,10:00,21:00,10:00,21:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.84157287,128.5295663,2022-06-02
156-2-000004,본리2공영주차장,공영,노외,대구광역시 달서구 대명천로 281,대구광역시 달서구 본리동 1196,59,2,미시행,평일+토요일,10:00,21:00,10:00,21:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.84157287,128.5295663,2022-06-02
156-2-000005,호림1공영주차장,공영,노외,대구광역시 달서구 달서대로85길 19,대구광역시 달서구 호림동 13-10,203,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200.0,10.0,100.0,,2000.0,20000.0,현금,월요일 휴무,대구시설공단,053-1577-6446,35.8371079,128.4894732,2022-06-02
156-2-000006,호림2공영주차장,공영,노외,대구광역시 달서구 성서공단로11길 38-13,대구광역시 달서구 호림동 12-1,332,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200.0,10.0,100.0,,2000.0,20000.0,카드,월요일 휴무,대구시설공단,053-1577-6446,35.838619,128.489603,2022-06-02
156-2-000007,호산공영주차장,공영,노외,대구광역시 달서구 성서공단로11길 90-15,대구광역시 달서구 호산동 714-1,111,3,미시행,평일,10:00,19:00,00:00,00:00,00:00,00:00,유료,30,200.0,10.0,100.0,,2000.0,20000.0,현금+카드,,대구시설공단,053-1577-6446,35.8433585,128.4897994,2022-06-02
156-2-000008,진천환승주차장,공영,노외,대구광역시 달서구 진천로7길 27,대구광역시 달서구 진천동 493-7,180,3,미시행,평일,08:00,17:00,00:00,00:00,00:00,00:00,유료,30,200.0,10.0,100.0,,2000.0,20000.0,카드,,대구시설공단,053-1577-6446,35.8111956,128.5239701,2022-06-02
156-2-000009,용산환승주차장,공영,노외,대구광역시 달서구 한들로 13,대구광역시 달서구 장기동 810-4,204,2,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.8481177,128.5290805,2022-06-02
156-2-000010,장기공영주차장,공영,노외,대구광역시 달서구 장기로57동길 6,대구광역시 달서구 장기동 817-1,24,2,미시행,평일,10:00,21:00,00:00,00:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.8430873,128.5296809,2022-06-02
156-2-000011,상인1공영주차장,공영,노외,대구광역시 달서구 상인서로 20,대구광역시 달서구 상인동 1552-6,84,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-382-6446,35.812764,128.5462468,2022-06-02
156-2-000012,상인2공영주차장,공영,노외,대구광역시 달서구 상인서로 36,대구광역시 달서구 상인동 1528-3,65,2,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,카드,,대구시설공단,053-1577-6446,35.81403994,128.5449802,2022-06-02
156-2-000013,월촌공원주차장,공영,노외,대구광역시 달서구 상인로 68-4,대구광역시 달서구 상인동 1559,145,기타,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,08:00,18:00,유료,60,1000.0,,1000.0,,2000.0,20000.0,카드,월요일 휴무,대구시설공단,053-1577-6446,35.812763,128.5489521,2022-06-02
156-2-000014,서촌공영주차장,공영,노외,대구광역시 달서구 새방로 43,대구광역시 달서구 용산동 438-2,75,3,미시행,평일,10:00,19:00,00:00,00:00,00:00,00:00,유료,30,200.0,10.0,100.0,,2000.0,20000.0,현금+카드,,대구시설공단,053-1577-6446,35.86295332,128.5222116,2022-06-02
156-2-000015,와룡공원지하주차장,공영,노외,,대구광역시 달서구 이곡동 1191-2,93,2,미시행,평일+토요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,현금+카드,,대구시설공단,053-581-1530,35.85660464,128.500698,2022-06-02
156-2-000016,상인공영주차장,공영,노외,대구광역시 달서구 상인서로 103-5,대구광역시 달서구 상인1동 1510,282,3,미시행,평일+토요일+공휴일,06:00,23:00,06:00,23:00,06:00,23:00,유료,30,400.0,10.0,200.0,,4000.0,40000.0,카드,,대구시설공단,053-638-6446,35.81810465,128.5398374,2022-06-02
