주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
155-2-000011,만촌동공영주차장2,공영,노외,대구광역시 수성구 국채보상로 202길 45,대구광역시 수성구 만촌동 961-9,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.86398014,128.6431668,2022-07-08
155-2-000012,만촌동공영주차장3,공영,노외,대구광역시 수성구 충의로 59,대구광역시 수성구 만촌동 970-14,17,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.8663694,128.6445992,2022-07-08
155-2-000013,황금동공영주차장1,공영,노외,대구광역시 수성구 들안로42길 38,대구광역시 수성구 황금동 720-4,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.8492565,128.6188893,2022-07-08
155-2-000014,황금동공영주차장2,공영,노외,대구광역시 수성구 청수로31길 45,대구광역시 수성구 황금동 953-4,28,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.8415612,128.6252321,2022-07-08
155-2-000007,범어공영주차장,공영,노외,대구광역시 수성구 달구벌대로492길 28,대구광역시 수성구 범어동 248-1,62,2,미시행,평일,09:00,19:30,00:00,00:00,00:00,23:59,혼합,30,600,10,300,12,6000.0,80000,현금,,대구광역시 수성구청,053-666-3043,35.8570448,128.6333995,2022-07-08
155-2-000015,지산한라공영주차장,공영,노외,대구광역시 수성구 용학로40길 10,대구광역시 수성구 지산동 1192-11,51,3,미시행,평일,09:00,18:00,00:00,23:59,00:00,23:59,혼합,30,400,10,200,9,4000.0,40000,현금+카드,,대구광역시 수성구청,053-666-3043,35.82108495,128.6297303,2022-07-08
155-2-000016,욱수골공영주차장,공영,노외,대구광역시 수성구 욱수길 62,대구광역시 수성구 욱수동 694,224,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.82406067,128.7054723,2022-07-08
155-2-000025,이천동공영주차장,공영,노외,대구광역시 수성구 달구벌대로568길 27-3,대구광역시 수성구 이천동 95-8,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.84589591,128.6672449,2022-07-08
155-2-000026,범어2동 공영주차장(수성명품 단독주택지 내),공영,노외,대구광역시 수성구 국채보상로194길 22,대구광역시 수성구 범어동 427-1,14,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.8659749,128.6366051,2022-07-08
155-2-000027,상동공영주차장,공영,노외,대구광역시 수성구 들안로19길 50,대구광역시 수성구 상동 44-5,31,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.8376661,128.6155463,2022-07-08
155-2-000028,상동덕화공영주차장,공영,노외,대구광역시 수성구 수성로14길 41-32,대구광역시 수성구 상동 334-3,12,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.83372981,128.6137199,2022-07-08
155-2-000029,모명재공영주차장,공영,노외,대구광역시 수성구 달구벌대로525길 14-20,대구광역시 수성구 만촌동 726-4,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.85811954,128.6513407,2022-07-08
155-2-000030,두산동 끝동공영주차장,공영,노외,대구광역시 수성구 들안로2안길 19-5,"대구광역시 수성구 두산동 157-19, 22",16,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.83225509,128.6186974,2022-07-08
155-2-000031,두산동 공영주차장,공영,노외,대구광역시 수성구 들안로20길 12,대구광역시 수성구 두산동 37-3,11,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,35.83785394,128.6183597,2022-07-08
155-2-000032,만촌동공영주차장4,공영,노외,대구광역시 수성구 달구벌대로530길 91,대구광역시 수성구 만촌동 863-53,4,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,,,2022-07-08
155-2-000033,수성유원지 동편주차장,공영,노외,,대구광역시 수성구 두산동 696-3,69,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3043,,,2022-07-08
155-2-000034,진밭골 공영주차장,공영,노외,,대구광역시 수성구 범물동 1221-26 일원,48,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,0,0.0,0,,,대구광역시 수성구청,053-666-3044,,,2022-07-08
