주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
156-2-000024,서남시장공영주차장,공영,노외,대구광역시 달서구 당산로41길 62,대구광역시 달서구 감삼동 54-6,30,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300.0,10.0,200.0,,,80000.0,현금,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.8540262,128.5445723,2022-05-31
156-2-000025,성당동1공영주차장,공영,노외,대구광역시 달서구 장기로 79,대구광역시 달서구 성당동 638-2,30,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84323561,128.5519346,2022-05-31
156-2-000026,두류3동 임시공영주차장,공영,노외,대구광역시 달서구 당산로 176,대구광역시 달서구 두류동 706-3,62,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85000591,128.5501247,2022-05-31
156-2-000027,송현1동2 공영 주차장,공영,노외,대구광역시 달서구 월배로74길 93-14,대구광역시 달서구 송현동 1971-2,27,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82569171,128.5539267,2022-05-31
156-2-000028,서촌공영주차장,공영,노외,대구광역시 달서구 새방로 43,대구광역시 달서구 용산동 429-1,76,3,미시행,평일+토요일+공휴일,10:00,19:00,00:00,23:59,00:00,23:59,혼합,30,200.0,10.0,100.0,3.5,2000.0,20000.0,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.86294972,128.5222112,2022-05-31
156-2-000029,두류1.2동1 공영 주차장,공영,노외,대구광역시 달서구 파도고개로12길 12,대구광역시 달서구 두류동 1252-4,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85537922,128.5696105,2022-05-31
156-2-000030,월광수변공원주차장,공영,노외,대구광역시 달서구 월곡로 5,대구광역시 달서구 도원동 928,169,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79880604,128.548286,2022-05-31
156-2-000031,성당동2공영주차장,공영,노외,대구광역시 달서구 장기로12길 51,대구광역시 달서구 성당동 640-2,30,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8442264,128.5528841,2022-05-31
156-2-000032,송현1동3 공영 주차장,공영,노외,대구광역시 달서구 중흥로8길 41,대구광역시 달서구 송현동 1995-5,22,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8292318,128.5547564,2022-05-31
156-2-000033,신당2공영주차장,공영,노외,대구광역시 달서구 성서서로73길 25,대구광역시 달서구 신당동 173,32,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85733979,128.4983766,2022-05-31
156-2-000034,상원공영주차장,공영,노외,대구광역시 달서구 월곡로26길 33,대구광역시 달서구 상인동 1584-1,62,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80873582,128.550358,2022-05-31
156-2-000035,감삼동마을공영주차장,공영,노외,대구광역시 달서구 당산로21안길 6,대구광역시 달서구 감삼동 203-6,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84694221,128.5439076,2022-05-31
156-2-000036,두류1·2동2 공영 주차장,공영,노외,대구광역시 달서구 두류남3길 22,대구광역시 달서구 두류동 832-5,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85665431,128.5724581,2022-05-31
156-2-000037,두류3동마을 공영 주차장,공영,노외,대구광역시 달서구 야외음악당로39서길 91-10,대구광역시 달서구 두류동 637-7,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85183305,128.5527505,2022-05-31
156-2-000038,죽전동마을공영주차장,공영,노외,대구광역시 달서구 와룡로57길 65,대구광역시 달서구 죽전동 390-14,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85794243,128.5335603,2022-05-31
156-2-000039,월촌공원주차장주차장,공영,노외,대구광역시 달서구 상인로 68-4 (상인동),대구광역시 달서구 상인동 1559,157,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,혼합,30,300.0,10.0,150.0,3.5,3000.0,40000.0,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.81277938,128.5489485,2022-05-31
156-2-000040,서남신시장공영주차장,공영,노외,대구광역시 달서구 달구벌대로329안길 30 (감삼동),대구광역시 달서구 감삼동 63-8,40,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300.0,10.0,200.0,,,80000.0,현금+카드,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.85356845,128.5441484,2022-05-31
156-2-000041,본동2공영주차장,공영,노외,대구광역시 달서구 구마로26길 62,대구광역시 달서구 본동 867-1,11,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83444078,128.5410723,2022-05-31
156-2-000042,용산2동제1공영주차장,공영,노외,대구광역시 달서구 성지로14길 14,대구광역시 달서구 용산동 440-4,20,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85524455,128.5218639,2022-05-31
156-2-000043,송현주공시장 공영 주차장,공영,노외,대구광역시 달서구 송현로8안길 6,대구광역시 달서구 송현동 1949-21,26,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300.0,10.0,200.0,4.5,5000.0,60000.0,현금,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.82227037,128.5489586,2022-05-31
156-2-000044,송현2동마을 공영 주차장,공영,노외,대구광역시 달서구 월배로75길 112,대구광역시 달서구 송현동 496-1,42,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83245853,128.5475773,2022-05-31
156-2-000045,달비공원 공영주차장,공영,노외,대구광역시 달서구 상화로 420,대구광역시 달서구 상인동 1594,47,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80720022,128.559447,2022-05-31
156-2-000046,죽전동제2공영주차장,공영,노외,대구광역시 달서구 용산서로 10,대구광역시 달서구 용산동 931-5,35,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85778891,128.5295623,2022-05-31
156-2-000047,달서시장 공영주차장,공영,노외,대구광역시 달서구 당산로 37-14,대구광역시 달서구 본리동 110-5,103,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300.0,10.0,200.0,4.5,5000.0,70000.0,현금+카드,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.84101447,128.5431667,2022-05-31
156-2-000048,진천1공영주차장,공영,노외,대구광역시 달서구 상화로 33,대구광역시 달서구 진천동 808-120,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80902652,128.5182285,2022-05-31
156-2-000049,죽전3공영주차장,공영,노외,대구광역시 달서구 와룡로51길 56-12,대구광역시 달서구 죽전동 394-5,12,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85613748,128.5341933,2022-05-31
156-2-000050,용산2동2공영주차장,공영,노외,대구광역시 달서구 새방로 62,대구광역시 달서구 용산동 507-1,35,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.86341762,128.5243128,2022-05-31
156-2-000052,한서주차장,공영,노외,대구광역시 달서구 한실로6길 150,대구광역시 달서구 대곡동 809-7,22,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79444077,128.5292467,2022-05-31
156-2-000053,한동주차장,공영,노외,대구광역시 달서구 한실로6길 155-23,대구광역시 달서구 대곡동 731-3,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79416021,128.530297,2022-05-31
156-2-000054,배실웨딩공원주차장,공영,노외,대구광역시 달서구 선원로23길 68,대구광역시 달서구 이곡동 산42,64,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.86269431,128.5048628,2022-05-31
156-2-000055,월광주차장,공영,노외,대구광역시 달서구 월곡로 5,대구광역시 달서구 도원동 952-1,79,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.7988027,128.5482878,2022-05-31
156-2-000056,새각단공영주차장,공영,노외,대구광역시 달서구 한실로6길 90,대구광역시 달서구 대곡동 639,13,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79966983,128.5290551,2022-05-31
156-2-000057,와룡아랫공원지하공영주차장,공영,노외,대구광역시 달서구 계대동문로 77,대구광역시 달서구 이곡동 1191-2,93,2,미시행,평일+토요일+공휴일,07:00,23:00,07:00,23:00,07:00,23:00,유료,30,300.0,10.0,150.0,,3000.0,40000.0,,,대구광역시 시설관리공단,053-603-4054,35.85575471,128.5007758,2022-05-31
156-2-000058,수밭동주차장,공영,노외,대구광역시 달서구 수밭길 1-26,대구광역시 달서구 도원동 977-1,65,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79706025,128.5490325,2022-05-31
156-2-000059,든들마을 네모,공영,노외,대구광역시 달서구 중흥로9길 37,대구광역시 달서구 송현동 286-2,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83106823,128.558527,2022-05-31
156-2-000060,든들마을 세모,공영,노외,대구광역시 달서구 앞산순환로61길 83,대구광역시 달서구 송현동 289-14,5,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83121481,128.5580189,2022-05-31
156-2-000061,성서용산시장공영주차장,공영,노외,대구광역시 달서구 성지로18길 10-13,대구광역시 달서구 용산동 448-6,36,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300.0,10.0,200.0,,,80000.0,카드,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.85630531,128.5217463,2022-05-31
156-2-000062,본동3공영주차장,공영,노외,대구광역시 달서구 구마로14북길 5,대구광역시 달서구 본동 875,18,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83591871,128.5349852,2022-05-31
156-2-000063,용산2동 3공영주차장,공영,노외,대구광역시 달서구 성지로22길 25,대구광역시 달서구 용산동 499-13,22,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8584047,128.522746,2022-05-31
