,주용도코드명,대지위치
127,편의시설,경기도 고양시 덕양구 용두동 1-47번지
128,편의시설,경기도 고양시 덕양구 용두동 1-48번지
129,편의시설,경기도 고양시 덕양구 용두동 1-53번지
130,주거지,경기도 고양시 덕양구 벽제동 2-3번지
132,주거지,경기도 고양시 덕양구 벽제동 2-5번지
133,주거지,경기도 고양시 덕양구 벽제동 2-6번지
134,주거지,경기도 고양시 덕양구 벽제동 2-10번지
135,주거지,경기도 고양시 덕양구 벽제동 2-14번지
136,주거지,경기도 고양시 덕양구 벽제동 3번지
137,편의시설,경기도 고양시 덕양구 벽제동 4-3번지
138,창고시설,경기도 고양시 덕양구 벽제동 4-13번지
139,편의시설,경기도 고양시 덕양구 벽제동 14-5번지
140,주거지,경기도 고양시 덕양구 선유동 51번지
141,님비시설,경기도 고양시 덕양구 선유동 56번지
150,농축산업시설,경기도 고양시 덕양구 고양동
153,편의시설,경기도 고양시 덕양구 고양동 4-1번지
154,편의시설,경기도 고양시 덕양구 고양동 7-2번지
156,주거지,경기도 고양시 덕양구 고양동 7-4번지
157,주거지,경기도 고양시 덕양구 고양동 7-5번지
158,주거지,경기도 고양시 덕양구 고양동 7-7번지
159,주거지,경기도 고양시 덕양구 고양동 7-8번지
160,주거지,경기도 고양시 덕양구 대자동
167,편의시설,경기도 고양시 덕양구 대자동 3번지
168,편의시설,경기도 고양시 덕양구 대자동 3-3번지
169,편의시설,경기도 고양시 덕양구 대자동 3-4번지
171,주거지,경기도 고양시 덕양구 관산동 1-3번지
173,주거지,경기도 고양시 덕양구 관산동 6-4번지
174,편의시설,경기도 고양시 덕양구 관산동 10번지
180,편의시설,경기도 고양시 덕양구 내유동 3번지
181,편의시설,경기도 고양시 덕양구 내유동 5-1번지
182,주거지,경기도 고양시 덕양구 내유동 14번지
183,교육연구시설,경기도 고양시 덕양구 내유동 15번지
189,교육연구시설,경기도 고양시 덕양구 내유동 15-3번지
190,편의시설,경기도 고양시 덕양구 토당동
200,주거지,경기도 고양시 덕양구 내곡동 2-1번지
201,주거지,경기도 고양시 덕양구 내곡동 11-1번지
202,주거지,경기도 고양시 덕양구 내곡동 11-3번지
203,편의시설,경기도 고양시 덕양구 내곡동 11-5번지
204,편의시설,경기도 고양시 덕양구 내곡동 11-6번지
205,주거지,경기도 고양시 덕양구 내곡동 12-1번지
207,주거지,경기도 고양시 덕양구 내곡동 13-1번지
208,주거지,경기도 고양시 덕양구 내곡동 13-2번지
209,주거지,경기도 고양시 덕양구 내곡동 14번지
210,주거지,경기도 고양시 덕양구 대장동
212,편의시설,경기도 고양시 덕양구 대장동 30-2번지
213,주거지,경기도 고양시 덕양구 대장동 31-2번지
214,주거지,경기도 고양시 덕양구 대장동 54-1번지
215,주거지,경기도 고양시 덕양구 대장동 54-5번지
216,주거지,경기도 고양시 덕양구 대장동 54-6번지
217,주거지,경기도 고양시 덕양구 대장동 54-8번지
218,주거지,경기도 고양시 덕양구 대장동 54-9번지
219,주거지,경기도 고양시 덕양구 대장동 54-10번지
220,주거지,경기도 고양시 덕양구 화정동
228,편의시설,경기도 고양시 덕양구 화정동 3-3번지
229,편의시설,경기도 고양시 덕양구 화정동 6-1번지
230,판매및영업시설,경기도 고양시 덕양구 강매동 3-1번지
240,주거지,경기도 고양시 덕양구 행주내동
242,주거지,경기도 고양시 덕양구 행주내동 66-1번지
243,편의시설,경기도 고양시 덕양구 행주내동 66-3번지
244,주거지,경기도 고양시 덕양구 행주내동 69번지
245,주거지,경기도 고양시 덕양구 행주내동 70번지
246,편의시설,경기도 고양시 덕양구 행주내동 72-1번지
247,편의시설,경기도 고양시 덕양구 행주내동 72-3번지
248,주거지,경기도 고양시 덕양구 행주내동 72-4번지
249,주거지,경기도 고양시 덕양구 행주내동 73번지
250,주거지,경기도 고양시 덕양구 행주외동
254,님비시설,경기도 고양시 덕양구 행주외동 10-2번지
255,편의시설,경기도 고양시 덕양구 행주외동 19-2번지
256,창고시설,경기도 고양시 덕양구 행주외동 19-3번지
257,창고시설,경기도 고양시 덕양구 행주외동 20-1번지
258,님비시설,경기도 고양시 덕양구 행주외동 27번지
259,님비시설,경기도 고양시 덕양구 행주외동 30-2번지
260,주거지,경기도 고양시 덕양구 신평동 2-6번지
261,농축산업시설,경기도 고양시 덕양구 신평동 2-64번지
262,농축산업시설,경기도 고양시 덕양구 신평동 3-11번지
265,편의시설,경기도 고양시 덕양구 신평동 3-16번지
266,편의시설,경기도 고양시 덕양구 신평동 3-18번지
267,편의시설,경기도 고양시 덕양구 신평동 3-22번지
268,편의시설,경기도 고양시 덕양구 신평동 3-23번지
269,주거지,경기도 고양시 덕양구 신평동 3-26번지
274,농축산업시설,경기도 고양시 덕양구 행신동 26-1번지
275,편의시설,경기도 고양시 덕양구 행신동 37-18번지
276,주거지,경기도 고양시 덕양구 행신동 108번지
277,생산시설,경기도 고양시 덕양구 행신동 108-5번지
278,편의시설,경기도 고양시 덕양구 행신동 172-1번지
279,주거지,경기도 고양시 덕양구 행신동 173-1번지
280,창고시설,경기도 고양시 덕양구 화전동 16번지
281,창고시설,경기도 고양시 덕양구 화전동 34번지
282,주거지,경기도 고양시 덕양구 화전동 44-1번지
283,주거지,경기도 고양시 덕양구 화전동 143-11번지
284,주거지,경기도 고양시 덕양구 화전동 143-13번지
285,주거지,경기도 고양시 덕양구 화전동 143-22번지
286,편의시설,경기도 고양시 덕양구 화전동 143-24번지
287,편의시설,경기도 고양시 덕양구 화전동 143-25번지
289,주거지,경기도 고양시 덕양구 화전동 143-43번지
290,편의시설,경기도 고양시 덕양구 현천동 5-1번지
291,편의시설,경기도 고양시 덕양구 현천동 5-3번지
292,주거지,경기도 고양시 덕양구 현천동 5-6번지
293,주거지,경기도 고양시 덕양구 현천동 5-7번지
294,주거지,경기도 고양시 덕양구 현천동 5-8번지
295,주거지,경기도 고양시 덕양구 현천동 5-9번지
296,주거지,경기도 고양시 덕양구 현천동 5-10번지
297,주거지,경기도 고양시 덕양구 현천동 5-16번지
298,주거지,경기도 고양시 덕양구 현천동 6-3번지
300,주거지,경기도 고양시 덕양구 덕은동 1-7번지
301,자원순환관련시설,경기도 고양시 덕양구 덕은동 1-14번지
303,주거지,경기도 고양시 덕양구 덕은동 6-2번지
304,주거지,경기도 고양시 덕양구 덕은동 6-4번지
305,편의시설,경기도 고양시 덕양구 덕은동 7번지
306,주거지,경기도 고양시 덕양구 덕은동 7-3번지
307,주거지,경기도 고양시 덕양구 덕은동 7-7번지
308,주거지,경기도 고양시 덕양구 덕은동 7-8번지
309,주거지,경기도 고양시 덕양구 덕은동 7-10번지
310,편의시설,경기도 고양시 덕양구 향동동 2번지
311,농축산업시설,경기도 고양시 덕양구 향동동 2-2번지
312,농축산업시설,경기도 고양시 덕양구 향동동 2-12번지
313,농축산업시설,경기도 고양시 덕양구 향동동 2-25번지
314,님비시설,경기도 고양시 덕양구 향동동 65-42번지
316,주거지,경기도 고양시 덕양구 향동동 65-77번지
317,생산시설,경기도 고양시 덕양구 향동동 77-10번지
318,주거지,경기도 고양시 덕양구 향동동 86번지
320,주거지,경기도 고양시 일산동구 식사동
325,창고시설,경기도 고양시 일산동구 식사동 2-8번지
326,편의시설,경기도 고양시 일산동구 식사동 2-14번지
329,편의시설,경기도 고양시 일산동구 식사동 2-16번지
330,편의시설,경기도 고양시 일산동구 중산동 1번지
331,주거지,경기도 고양시 일산동구 중산동 2번지
332,편의시설,경기도 고양시 일산동구 중산동 3-1번지
333,편의시설,경기도 고양시 일산동구 중산동 3-2번지
334,편의시설,경기도 고양시 일산동구 중산동 3-10번지
335,편의시설,경기도 고양시 일산동구 중산동 3-13번지
336,주거지,경기도 고양시 일산동구 중산동 3-14번지
337,님비시설,경기도 고양시 일산동구 중산동 3-18번지
339,주거지,경기도 고양시 일산동구 중산동 3-19번지
340,주거지,경기도 고양시 일산동구 정발산동 676번지
350,주거지,경기도 고양시 일산동구 장항동 7번지
351,주거지,경기도 고양시 일산동구 장항동 7-3번지
352,주거지,경기도 고양시 일산동구 장항동 39번지
354,주거지,경기도 고양시 일산동구 장항동 110번지
355,주거지,경기도 고양시 일산동구 장항동 119번지
356,주거지,경기도 고양시 일산동구 장항동 123번지
357,주거지,경기도 고양시 일산동구 장항동 156-3번지
358,주거지,경기도 고양시 일산동구 장항동 181번지
359,주거지,경기도 고양시 일산동구 장항동 186번지
360,주거지,경기도 고양시 일산동구 마두동 717번지
370,주거지,경기도 고양시 일산동구 백석동 413-6번지
371,창고시설,경기도 고양시 일산동구 백석동 420-1번지
372,창고시설,경기도 고양시 일산동구 백석동 443-1번지
373,주거지,경기도 고양시 일산동구 백석동 443-5번지
374,편의시설,경기도 고양시 일산동구 백석동 444-1번지
375,창고시설,경기도 고양시 일산동구 백석동 447-2번지
376,편의시설,경기도 고양시 일산동구 백석동 503-19번지
377,편의시설,경기도 고양시 일산동구 백석동 503-182번지
378,주거지,경기도 고양시 일산동구 백석동 507번지
380,주거지,경기도 고양시 일산동구 풍동 42번지
381,편의시설,경기도 고양시 일산동구 풍동 43-3번지
382,편의시설,경기도 고양시 일산동구 풍동 48-1번지
383,편의시설,경기도 고양시 일산동구 풍동 48-8번지
385,편의시설,경기도 고양시 일산동구 풍동 48-9번지
386,편의시설,경기도 고양시 일산동구 풍동 54번지
387,창고시설,경기도 고양시 일산동구 풍동 54-1번지
389,주거지,경기도 고양시 일산동구 풍동 54-2번지
390,주거지,경기도 고양시 일산동구 산황동 104-1번지
391,주거지,경기도 고양시 일산동구 산황동 279-1번지
392,편의시설,경기도 고양시 일산동구 산황동 300번지
400,주거지,경기도 고양시 일산동구 사리현동
402,편의시설,경기도 고양시 일산동구 사리현동 1-9번지
403,주거지,경기도 고양시 일산동구 사리현동 1-11번지
404,편의시설,경기도 고양시 일산동구 사리현동 2-5번지
405,주거지,경기도 고양시 일산동구 사리현동 2-10번지
406,편의시설,경기도 고양시 일산동구 사리현동 3-6번지
407,생산시설,경기도 고양시 일산동구 사리현동 4-7번지
409,편의시설,경기도 고양시 일산동구 사리현동 4-8번지
410,주거지,경기도 고양시 일산동구 지영동
411,주거지,경기도 고양시 일산동구 지영동 1번지
415,생산시설,경기도 고양시 일산동구 지영동 1-3번지
416,생산시설,경기도 고양시 일산동구 지영동 1-5번지
417,주거지,경기도 고양시 일산동구 지영동 1-20번지
418,자동차관련시설,경기도 고양시 일산동구 지영동 1-36번지
420,주거지,경기도 고양시 일산동구 설문동
423,주거지,경기도 고양시 일산동구 설문동 18번지
424,주거지,경기도 고양시 일산동구 설문동 20번지
425,주거지,경기도 고양시 일산동구 설문동 25-2번지
426,주거지,경기도 고양시 일산동구 설문동 25-4번지
427,주거지,경기도 고양시 일산동구 설문동 25-6번지
429,주거지,경기도 고양시 일산동구 설문동 30번지
430,주거지,경기도 고양시 일산동구 문봉동
431,주거지,경기도 고양시 일산동구 문봉동 3-1번지
432,편의시설,경기도 고양시 일산동구 문봉동 3-5번지
433,편의시설,경기도 고양시 일산동구 문봉동 4-2번지
435,주거지,경기도 고양시 일산동구 문봉동 4-5번지
436,주거지,경기도 고양시 일산동구 문봉동 4-6번지
437,주거지,경기도 고양시 일산동구 문봉동 4-7번지
438,주거지,경기도 고양시 일산동구 문봉동 4-8번지
439,주거지,경기도 고양시 일산동구 문봉동 4-9번지
440,주거지,경기도 고양시 일산동구 성석동
441,주거지,경기도 고양시 일산동구 성석동-762번지
442,창고시설,경기도 고양시 일산동구 성석동 13번지
449,편의시설,경기도 고양시 일산동구 성석동 13-2번지
450,농축산업시설,경기도 고양시 일산서구 일산동
453,주거지,경기도 고양시 일산서구 일산동 13번지
454,주거지,경기도 고양시 일산서구 일산동 62-6번지
455,주거지,경기도 고양시 일산서구 일산동 64번지
457,주거지,경기도 고양시 일산서구 일산동 78번지
458,주거지,경기도 고양시 일산서구 일산동 96번지
459,주거지,경기도 고양시 일산서구 일산동 103번지
460,교육연구시설,경기도 고양시 일산서구 주엽동 1번지
470,주거지,경기도 고양시 일산서구 탄현동
475,주거지,경기도 고양시 일산서구 탄현동 1-21번지
476,편의시설,경기도 고양시 일산서구 탄현동 2-3번지
478,편의시설,경기도 고양시 일산서구 탄현동 2-15번지
479,주거지,경기도 고양시 일산서구 탄현동 3번지
480,주거지,경기도 고양시 일산서구 대화동
481,주거지,경기도 고양시 일산서구 대화동 5-3번지
482,자동차관련시설,경기도 고양시 일산서구 대화동 23-1번지
483,주거지,경기도 고양시 일산서구 대화동 28번지
484,주거지,경기도 고양시 일산서구 대화동 37-2번지
485,주거지,경기도 고양시 일산서구 대화동 42번지
487,주거지,경기도 고양시 일산서구 대화동 50번지
488,농축산업시설,경기도 고양시 일산서구 대화동 58-2번지
490,주거지,경기도 고양시 일산서구 덕이동 92-3번지
491,주거지,경기도 고양시 일산서구 덕이동 140번지
492,농축산업시설,경기도 고양시 일산서구 덕이동 154번지
493,주거지,경기도 고양시 일산서구 덕이동 198번지
494,님비시설,경기도 고양시 일산서구 덕이동 199-33번지
495,편의시설,경기도 고양시 일산서구 덕이동 200-2번지
496,주거지,경기도 고양시 일산서구 덕이동 202번지
497,창고시설,경기도 고양시 일산서구 덕이동 202-2번지
498,편의시설,경기도 고양시 일산서구 덕이동 206-6번지
499,주거지,경기도 고양시 일산서구 덕이동 207-4번지
500,주거지,경기도 고양시 일산서구 가좌동
502,주거지,경기도 고양시 일산서구 가좌동 5-1번지
503,주거지,경기도 고양시 일산서구 가좌동 5-3번지
506,편의시설,경기도 고양시 일산서구 가좌동 5-4번지
507,편의시설,경기도 고양시 일산서구 가좌동 5-7번지
510,창고시설,경기도 고양시 일산서구 구산동 1-1번지
511,편의시설,경기도 고양시 일산서구 구산동 2번지
513,편의시설,경기도 고양시 일산서구 구산동 3번지
514,생산시설,경기도 고양시 일산서구 구산동 4번지
516,창고시설,경기도 고양시 일산서구 구산동 5-1번지
519,창고시설,경기도 고양시 일산서구 구산동 5-3번지
520,편의시설,경기도 고양시 일산서구 법곳동 34번지
522,창고시설,경기도 고양시 일산서구 법곳동 38번지
526,주거지,경기도 고양시 일산서구 법곳동 41-3번지
528,생산시설,경기도 고양시 일산서구 법곳동 41-5번지
