"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
151-2-000020,해안동 공영주차장,공영,노외,,대구광역시 동구 방촌동 126-2,21,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.89132596,128.6770200444,2022-06-20
151-2-000021,율암동 공영주차장,공영,노외,대구광역시 동구 용계로 89,대구광역시 동구 율암동 524-416,31,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.88000971,128.7013903,2022-06-20
151-2-000022,불로전통시장공영주차장,공영,노외,대구광역시 동구 팔공로30길 7-6,대구광역시 동구 불로동 483-3,49,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,무료,,대구광역시 동구청 교통과,053-662-3015,35.9122316,128.642024,2022-06-20
151-2-000023,공항시장 공영주차장,공영,노외,대구광역시 동구 해동로 19-2,대구광역시 동구 지저동 694-51,40,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,30,400,10,200,3.5,4000,40000,현금,,대구광역시 동구청 경제정책과,053-662-2664,35.89616391,128.6380569,2022-06-20
151-2-000024,반야월동편공영주차장(전통),공영,노외,대구광역시 동구 율하동로 143,대구광역시 동구 신기동 174-1,52,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,30,400,10,200,3.5,4000,40000,현금,,대구광역시 동구청 교통과,053-662-3015,35.872429,128.7024484,2022-06-20
151-1-000010,한전동대구(전통시장),공영,노상,대구광역시 동구 화랑로25길 7 (효목동) 일대,,44,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,19:30,09:00,19:30,유료,30,600,10,300,3.5,6000,80000,현금,,대구시설공단,053-603-1192,35.874769,128.6402141,2022-06-20
151-1-000011,동호정형외과,공영,노상,대구광역시 동구 안심로 358 (동호동) 일대,대구광역시 동구 동호동 366-4,30,3,미시행,평일+토요일+공휴일,09:00,18:00,09:00,19:30,09:00,19:30,유료,30,400,10,200,3.5,4000,40000,현금,,대구시설공단,053-603-1192,35.867549,128.7236864,2022-06-20
151-2-000012,신천3동 공영주차장(전통시장,공영,노외,대구광역시 동구 송라로14길 46-2,대구광역시 동구 신천동 281-10 (동대구역전시장근처),27,1,미시행,평일+토요일+공휴일,09:00,18:00,09:00,19:30,09:00,19:30,유료,30,1000,10,500,3.5,10000,100000,현금,,대구시설공단,053-603-1192,35.874531,128.6212185,2022-06-20
151-1-000014,동대구역 인근 주차장,공영,노상,대구광역시 동구 동대구로 576 (신암동) ~ 덕성초등학교,,36,1,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.88139481,128.6263987,2022-06-20
151-1-000015,상공회의소 뒤편 도로,공영,노상,대구광역시 동구 장등로 78 (신천동),대구광역시 동구 신천동 83-4,82,1,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,30,1000,10,500,3.5,10000,100000,현금,,대구광역시 동구청 교통과,053-662-3015,35.87446276,128.6240382,2022-06-20
151-1-000016,율하1 공영주차장,공영,노상,,대구광역시 동구 율하동 1433,37,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,30,400,10,200,3.5,4000,40000,현금,,대구광역시 동구청 교통과,053-662-3015,35.863155,128.6978063,2022-06-20
151-1-000017,율하2 공영주차장,공영,노상,,대구광역시 동구 율하동 1418,31,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,30,400,10,200,3.5,4000,40000,현금,,대구광역시 동구청 교통과,053-662-3015,35.862964,128.6945742,2022-06-20
151-1-000018,율하3 공영주차장,공영,노상,,대구광역시 동구 율하동 1423,37,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,30,400,10,200,3.5,4000,40000,현금,,대구광역시 동구청 교통과,053-662-3015,35.8627967,128.6961424,2022-06-20
151-2-000019,불로동공영주차장,공영,노외,대구광역시 동구 팔공로23길 14-6,대구광역시 동구 불로동 661,16,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.909641,128.6398757,2022-06-20
151-2-000020,도평동 공영주차장,공영,노외,,대구광역시 동구 도동 978-301,31,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.910218,128.6500546,2022-06-20
151-2-000021,도평동 제2공영주차장,공영,노외,,대구광역시 동구 도동 978-401,28,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.90999148,128.6526558,2022-06-20
151-2-000022,반야월서편공영주차장,공영,노외,,대구광역시 동구 신기동 174,72,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,유료,24,400,10,200,3.5,4000,40000,현금,,대구광역시 동구청 교통과,053-662-3015,35.87257768,128.7019733,2022-06-20
151-2-000023,미대동 공영주차장,공영,노외,,대구광역시 동구 미대동 514,22,3,미시행,평일+토요일+공휴일,09:00,19:30,09:00,19:30,09:00,19:30,무료,30,,,,,,,,,대구광역시 동구청 교통과,053-662-3015,35.952514,128.676957,2022-06-20
