"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
156-2-000012,도원동마을공영주차장,공영,노외,대구광역시 달서구 상화로58길 56,대구광역시 달서구 도원동 668-10,11,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8060227,128.5470122,2022-05-31
156-2-000013,용산역환승주차장,공영,노외,대구광역시 달서구 용산로 113,대구광역시 달서구 장기동 810-4,204,2,미시행,평일+토요일+공휴일,07:00,18:00,07:00,18:00,07:00,18:00,유료,30,300,10,150,3.5,3000,40000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.84793267,128.5297971,2022-05-31
156-2-000014,호림1공영주차장,공영,노외,대구광역시 달서구 달서대로85길 17,대구광역시 달서구 호림동 13-10,215,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200,10,100,3.5,2000,20000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.83710457,128.4897346,2022-05-31
156-2-000015,호림2공영주차장,공영,노외,대구광역시 달서구 성서공단로15길 29,대구광역시 달서구 호림동 12-1,341,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200,10,100,3.5,2000,20000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.83778887,128.4901451,2022-05-31
156-2-000016,호산공영주차장,공영,노외,대구광역시 달서구 달서대로95길 14,대구광역시 달서구 호산동 714-1,207,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200,10,100,3.5,2000,20000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.84221438,128.4901308,2022-05-31
156-2-000017,본동1공영주차장,공영,노외,대구광역시 달서구 학산로19길 31,대구광역시 달서구 본동 922,34,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83366211,128.5364072,2022-05-31
156-2-000018,신당동 공영 주차장,공영,노외,대구광역시 달서구 선원로 60,대구광역시 달서구 신당동 1749-8,14,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85896844,128.4988327,2022-05-31
156-2-000019,장기동마을공영주차장,공영,노외,대구광역시 달서구 문화회관2길 56,대구광역시 달서구 장기동 238-5,19,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84770533,128.5187345,2022-05-31
156-2-000020,청소년수련관공영주차장,공영,노외,대구광역시 달서구 상화로 406 (상인동),대구광역시 달서구 상인동 1593,195,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80789636,128.5582315,2022-05-31
156-2-000021,두류1·2동3공영주차장,공영,노외,대구광역시 달서구 두류남2길 15,대구광역시 달서구 두류동 1230-14,8,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85710511,128.5734016,2022-05-31
156-2-000022,송현1동1공영주차장,공영,노외,대구광역시 달서구 송현로2길 118,대구광역시 달서구 송현동 1970-15,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82507638,128.5542281,2022-05-31
156-2-000023,월곡공영주차장,공영,노외,대구광역시 달서구 송현로7길 41,대구광역시 달서구 상인동 899,59,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.81851457,128.5474369,2022-05-31
156-2-000024,서남시장공영주차장,공영,노외,대구광역시 달서구 당산로41길 62,대구광역시 달서구 감삼동 54-6,30,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300,10,200,,,80000,현금,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.8540262,128.5445723,2022-05-31
156-2-000025,성당동1공영주차장,공영,노외,대구광역시 달서구 장기로 79,대구광역시 달서구 성당동 638-2,30,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84323561,128.5519346,2022-05-31
156-2-000026,두류3동 임시공영주차장,공영,노외,대구광역시 달서구 당산로 176,대구광역시 달서구 두류동 706-3,62,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85000591,128.5501247,2022-05-31
156-2-000027,송현1동2 공영 주차장,공영,노외,대구광역시 달서구 월배로74길 93-14,대구광역시 달서구 송현동 1971-2,27,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82569171,128.5539267,2022-05-31
156-2-000028,서촌공영주차장,공영,노외,대구광역시 달서구 새방로 43,대구광역시 달서구 용산동 429-1,76,3,미시행,평일+토요일+공휴일,10:00,19:00,00:00,23:59,00:00,23:59,혼합,30,200,10,100,3.5,2000,20000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.86294972,128.5222112,2022-05-31
156-2-000029,두류1.2동1 공영 주차장,공영,노외,대구광역시 달서구 파도고개로12길 12,대구광역시 달서구 두류동 1252-4,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85537922,128.5696105,2022-05-31
156-2-000030,월광수변공원주차장,공영,노외,대구광역시 달서구 월곡로 5,대구광역시 달서구 도원동 928,169,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79880604,128.548286,2022-05-31
156-2-000031,성당동2공영주차장,공영,노외,대구광역시 달서구 장기로12길 51,대구광역시 달서구 성당동 640-2,30,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8442264,128.5528841,2022-05-31
156-2-000032,송현1동3 공영 주차장,공영,노외,대구광역시 달서구 중흥로8길 41,대구광역시 달서구 송현동 1995-5,22,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8292318,128.5547564,2022-05-31
156-2-000033,신당2공영주차장,공영,노외,대구광역시 달서구 성서서로73길 25,대구광역시 달서구 신당동 173,32,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85733979,128.4983766,2022-05-31
156-2-000034,상원공영주차장,공영,노외,대구광역시 달서구 월곡로26길 33,대구광역시 달서구 상인동 1584-1,62,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80873582,128.550358,2022-05-31
156-2-000035,감삼동마을공영주차장,공영,노외,대구광역시 달서구 당산로21안길 6,대구광역시 달서구 감삼동 203-6,26,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84694221,128.5439076,2022-05-31
156-2-000036,두류1·2동2 공영 주차장,공영,노외,대구광역시 달서구 두류남3길 22,대구광역시 달서구 두류동 832-5,40,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85665431,128.5724581,2022-05-31
156-2-000037,두류3동마을 공영 주차장,공영,노외,대구광역시 달서구 야외음악당로39서길 91-10,대구광역시 달서구 두류동 637-7,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85183305,128.5527505,2022-05-31
156-2-000038,죽전동마을공영주차장,공영,노외,대구광역시 달서구 와룡로57길 65,대구광역시 달서구 죽전동 390-14,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85794243,128.5335603,2022-05-31
156-2-000039,월촌공원주차장주차장,공영,노외,대구광역시 달서구 상인로 68-4 (상인동),대구광역시 달서구 상인동 1559,157,2,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,혼합,30,300,10,150,3.5,3000,40000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시 시설관리공단,053-603-1195,35.81277938,128.5489485,2022-05-31
156-2-000040,서남신시장공영주차장,공영,노외,대구광역시 달서구 달구벌대로329안길 30 (감삼동),대구광역시 달서구 감삼동 63-8,40,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300,10,200,,,80000,현금+카드,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.85356845,128.5441484,2022-05-31
156-2-000041,본동2공영주차장,공영,노외,대구광역시 달서구 구마로26길 62,대구광역시 달서구 본동 867-1,11,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83444078,128.5410723,2022-05-31
156-2-000042,용산2동제1공영주차장,공영,노외,대구광역시 달서구 성지로14길 14,대구광역시 달서구 용산동 440-4,20,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85524455,128.5218639,2022-05-31
156-2-000043,송현주공시장 공영 주차장,공영,노외,대구광역시 달서구 송현로8안길 6,대구광역시 달서구 송현동 1949-21,26,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300,10,200,4.5,5000,60000,현금,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.82227037,128.5489586,2022-05-31
156-2-000044,송현2동마을 공영 주차장,공영,노외,대구광역시 달서구 월배로75길 112,대구광역시 달서구 송현동 496-1,42,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83245853,128.5475773,2022-05-31
156-2-000045,달비공원 공영주차장,공영,노외,대구광역시 달서구 상화로 420,대구광역시 달서구 상인동 1594,47,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80720022,128.559447,2022-05-31
156-2-000046,죽전동제2공영주차장,공영,노외,대구광역시 달서구 용산서로 10,대구광역시 달서구 용산동 931-5,35,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85778891,128.5295623,2022-05-31
156-2-000047,달서시장 공영주차장,공영,노외,대구광역시 달서구 당산로 37-14,대구광역시 달서구 본리동 110-5,103,2,미시행,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,30,300,10,200,4.5,5000,70000,현금+카드,(*정상금액 기준) 경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+친환경적·저공해 자동차 60퍼센트 할인+성실납세자 면제(1년),대구광역시 달서구청,053-667-2656,35.84101447,128.5431667,2022-05-31
156-2-000048,진천1공영주차장,공영,노외,대구광역시 달서구 상화로 33,대구광역시 달서구 진천동 808-120,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.80902652,128.5182285,2022-05-31
156-2-000049,죽전3공영주차장,공영,노외,대구광역시 달서구 와룡로51길 56-12,대구광역시 달서구 죽전동 394-5,12,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85613748,128.5341933,2022-05-31
156-2-000050,용산2동2공영주차장,공영,노외,대구광역시 달서구 새방로 62,대구광역시 달서구 용산동 507-1,35,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.86341762,128.5243128,2022-05-31
156-2-000052,한서주차장,공영,노외,대구광역시 달서구 한실로6길 150,대구광역시 달서구 대곡동 809-7,22,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79444077,128.5292467,2022-05-31
156-2-000053,한동주차장,공영,노외,대구광역시 달서구 한실로6길 155-23,대구광역시 달서구 대곡동 731-3,10,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.79416021,128.530297,2022-05-31
156-2-000054,배실웨딩공원주차장,공영,노외,대구광역시 달서구 선원로23길 68,대구광역시 달서구 이곡동 산42,64,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.86269431,128.5048628,2022-05-31
156-1-000001,갈산공원인근,공영,노상,대구광역시 달서구 성서공단북로 250,대구광역시 달서구 갈산동 산51-4,144,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시청,053-803-4885,35.84442929,128.5003163,2022-05-31
156-1-000002,감삼교회 인근,공영,노상,대구광역시 달서구 감삼남1길 58,대구광역시 달서구 감삼동 163-1,4,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.849222,128.5406644,2022-05-31
156-1-000003,감삼맨션 인근,공영,노상,대구광역시 달서구 달구벌대로332길 78,대구광역시 달서구 감삼동 118-2,2,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8508726,128.546322,2022-05-31
156-1-000004,감삼보성청실아파트 인근,공영,노상,대구광역시 달서구 달구벌대로323길 39,대구광역시 달서구 감삼동 40-1,19,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85407605,128.541528,2022-05-31
156-1-000005,감삼삼각지어린이공원 인근,공영,노상,대구광역시 달서구 감삼길 142,대구광역시 달서구 감삼동 123,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84954749,128.5455786,2022-05-31
156-1-000006,감삼치안센터 인근,공영,노상,대구광역시 달서구 달구벌대로 1606,대구광역시 달서구 감삼동 100-8,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85175585,128.5423646,2022-05-31
156-1-000007,경화여자고등학교 인근,공영,노상,대구광역시 달서구 당산로30길 20,대구광역시 달서구 성당동 670-29,13,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84839252,128.5486077,2022-05-31
156-1-000008,계대동문로인근,공영,노상,대구광역시 달서구 신당로 55,대구광역시 달서구 신당동 1789,26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시청,053-803-4885,35.85384502,128.4974507,2022-05-31
156-1-000009,고려낙원아파트 인근,공영,노상,대구광역시 달서구 월곡로45길 49,대구광역시 달서구 상인동 1473,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.81251364,128.5399834,2022-05-31
156-1-000010,고려낙원아파트 인근,공영,노상,대구광역시 달서구 월곡로45길 49,대구광역시 달서구 상인동 1473,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.81251364,128.5399834,2022-05-31
156-1-000011,구마로14남길인근,공영,노상,대구광역시 달서구 구마로12길 60,대구광역시 달서구 월성동 269,32,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83526704,128.5330982,2022-05-31
156-1-000012,구마로52안길인근,공영,노상,대구광역시 달서구 학산로47길 14,대구광역시 달서구 송현동 124,18,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.8345967,128.5517667,2022-05-31
156-1-000013,국군복지단인근,공영,노상,대구광역시 달서구 와룡로51길 36,대구광역시 달서구 죽전동 396,17,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85597157,128.5348979,2022-05-31
156-1-000014,군인아파트서편인근,공영,노상,대구광역시 달서구 와룡로51길 41,대구광역시 달서구 죽전동 399,4,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85525018,128.5349705,2022-05-31
156-1-000015,군인아파트인근,공영,노상,대구광역시 달서구 와룡로51길 41,대구광역시 달서구 죽전동 399,22,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85525018,128.5349705,2022-05-31
156-1-000016,궁전빌라 인근,공영,노상,대구광역시 달서구 대명천로11길 30,대구광역시 달서구 성당동 264-6,7,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83768096,128.5547437,2022-05-31
156-1-000017,기아자동차 인근,공영,노상,대구광역시 달서구 구마로 131,대구광역시 달서구 본리동 306-5,8,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시청,053-803-4885,35.83763366,128.5420026,2022-05-31
156-1-000018,달구벌대로307길 인근,공영,노상,대구광역시 달서구 와룡로45길 46,대구광역시 달서구 죽전동 404-17,4,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85322389,128.5345915,2022-05-31
156-1-000019,달구벌대로307길인근,공영,노상,대구광역시 달서구 달구벌대로307길 77,대구광역시 달서구 죽전동 402-11,2,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.85353151,128.5343279,2022-05-31
156-1-000020,달서대로 노상 공영 주차장,공영,노상,대구광역시 달서구 달서대로 467,대구광역시 달서구 호림동 22-1,132,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200,10,100,3.5,2000,20000,현금,경차 60퍼센트 할인+장애인(2시간 면제+50퍼센트 할인)+하이브리드(1600cc 이하) 50퍼센트 할인+아이조아 50퍼센트 할인,대구광역시청,053-603-1195,35.84105452,128.4911819,2022-05-31
156-1-000021,달서대로64길 인근,공영,노상,대구광역시 달서구 성서서로 26,대구광역시 달서구 대천동 590,28,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.82730669,128.5003889,2022-05-31
156-1-000022,달서대로88길인근,공영,노상,대구광역시 달서구 성서공단로21길 26,대구광역시 달서구 갈산동 358-36,23,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.83764871,128.4947594,2022-05-31
156-1-000023,달서대로94길인근,공영,노상,대구광역시 달서구 성서공단로21길 57,대구광역시 달서구 갈산동 358-16,11,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84018458,128.4939955,2022-05-31
156-1-000024,달서시영아파트 인근,공영,노상,대구광역시 달서구 장기로 116,대구광역시 달서구 성당동 726-1,20,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,1440,,,,,,,,,대구광역시 달서구청,053-667-3092,35.84360743,128.5483975,2022-05-31
